lr,train/loss,train/color_loss,train/normal_loss,train/mask_error,train/psnr,train/s_val,epoch,created_at,val/loss,val/psnr
5.00E-05,0.282989651,0.12005014,0.001432688,0.161506832,22.06170654,0.022364454,0,12:43.5,,
5.00E-05,0.2882936,0.126436353,0.001596158,0.16026108,22.11079407,0.022374747,0,13:14.1,,
5.00E-05,0.296289384,0.126978487,0.001587108,0.167723805,21.24055481,0.022332776,0,13:44.5,,
5.00E-05,0.273285717,0.117125466,0.001412261,0.154747993,22.31170273,0.022286644,0,14:15.2,,
5.00E-05,0.274579138,0.114839368,0.001555426,0.15818435,22.68786621,0.022248363,0,14:45.7,,
5.00E-05,0.285684049,0.125655547,0.001532042,0.158496469,21.23614502,0.022215663,0,15:16.2,,
5.00E-05,0.280674398,0.121757664,0.001409705,0.157507032,21.87139702,0.022170443,0,15:46.7,,
5.00E-05,0.273107171,0.116785862,0.001679599,0.154641703,22.38591766,0.022074582,0,16:17.2,,
5.00E-05,0.287929833,0.125136241,0.001581036,0.161212564,21.85612679,0.022077933,0,16:47.7,,
5.00E-05,0.283556312,0.12374825,0.001468066,0.158339992,21.45989227,0.022032749,0,17:18.3,,
5.00E-05,0.27617678,0.116232187,0.001397078,0.158547506,22.38538361,0.021977214,0,17:48.8,,
5.00E-05,0.274990112,0.125315487,0.001535165,0.148139462,22.07593536,0.021995908,0,18:19.3,,
5.00E-05,0.283615232,0.116313882,0.001561625,0.16573973,22.72896004,0.021962857,0,18:49.8,,
5.00E-05,0.298374623,0.121252716,0.001387635,0.175734267,22.45113373,0.021935252,0,19:20.4,,
5.00E-05,0.289770573,0.122691683,0.001401415,0.165677473,21.89109993,0.021884635,0,19:59.8,,
,,,,,,,0,20:21.3,0.933697164,14.37133312
5.00E-05,0.278209805,0.117016688,0.001617167,0.159575939,21.75829697,0.021855228,0,20:52.5,,
5.00E-05,0.27218014,0.125277966,0.001635518,0.145266667,21.52120781,0.021828325,0,21:23.0,,
5.00E-05,0.287259161,0.118520871,0.001573039,0.167165264,22.19715881,0.021760188,0,21:53.5,,
5.00E-05,0.279259503,0.115976311,0.001816418,0.161466792,22.83606339,0.021712853,0,22:24.1,,
5.00E-05,0.286201388,0.129337147,0.001697689,0.155166551,21.55261612,0.021649411,0,22:54.7,,
5.00E-05,0.289515495,0.124425776,0.001535452,0.163554281,21.89072418,0.021606294,0,23:25.1,,
5.00E-05,0.290056646,0.130908892,0.001588139,0.157559618,21.5997982,0.021598134,0,23:55.6,,
5.00E-05,0.290042639,0.126261771,0.001687867,0.162093014,21.61112976,0.021576405,0,24:26.0,,
5.00E-05,0.300653279,0.124517284,0.00187294,0.174263075,21.73909378,0.021528637,0,24:58.7,,
5.00E-05,0.288032204,0.115069285,0.001659314,0.171303615,21.82265854,0.02150633,0,25:29.2,,
5.00E-05,0.302764267,0.130682975,0.001637015,0.17044428,21.490242,0.021409808,0,25:59.7,,
5.00E-05,0.27317071,0.118465945,0.001586032,0.15311873,22.45907784,0.021354092,0,26:30.1,,
5.00E-05,0.287009358,0.120766506,0.001631559,0.164611295,21.82517242,0.021330798,0,27:00.6,,
5.00E-05,0.277005166,0.116625741,0.001609856,0.158769563,22.935812,0.021268634,0,27:31.2,,
5.00E-05,0.270632714,0.119838677,0.001641689,0.149152339,22.37893867,0.021224814,0,28:01.7,,
5.00E-05,0.275100619,0.119173579,0.001601435,0.154325604,22.47340775,0.021183802,0,28:32.1,,
5.00E-05,0.269945353,0.112779975,0.001619422,0.15554595,23.42737579,0.021118902,0,29:02.7,,
5.00E-05,0.279770106,0.121924423,0.001599659,0.156246021,22.12148285,0.021061288,0,29:33.1,,
5.00E-05,0.284756154,0.117043391,0.001610733,0.166102022,21.962183,0.021030318,0,30:03.7,,
5.00E-05,0.275649965,0.126336396,0.001592539,0.147721037,21.39106369,0.021013368,0,30:34.1,,
5.00E-05,0.278996915,0.122068293,0.001746002,0.155182615,22.48150826,0.020979436,0,31:04.6,,
5.00E-05,0.279585689,0.112812541,0.001643612,0.165129527,22.86787224,0.020990793,0,31:35.1,,
5.00E-05,0.282402575,0.125508502,0.001789414,0.155104652,21.46279335,0.020987708,0,32:05.6,,
5.00E-05,0.276513159,0.119067453,0.001710832,0.155734867,22.40363884,0.020965599,0,32:36.0,,
5.00E-05,0.286602855,0.114904881,0.001746686,0.169951275,22.59760857,0.020974386,0,33:06.4,,
5.00E-05,0.271253407,0.113421001,0.001631706,0.156200707,23.12339401,0.020969504,0,33:36.9,,
5.00E-05,0.266707927,0.121121094,0.00162994,0.1439569,21.99250793,0.020937074,0,34:07.5,,
5.00E-05,0.271570951,0.116084576,0.001709853,0.153776512,22.2459259,0.020902548,0,34:37.9,,
5.00E-05,0.284564435,0.114395998,0.001735035,0.168433398,23.21531677,0.020902939,0,35:08.5,,
5.00E-05,0.278403044,0.118135214,0.001619166,0.15864867,22.14940834,0.020844527,0,35:38.8,,
5.00E-05,0.284523696,0.120310418,0.001605201,0.162608072,22.61710739,0.020765485,0,36:09.5,,
5.00E-05,0.263287902,0.108339585,0.001657013,0.1532913,23.27444077,0.020716809,0,36:39.9,,
5.00E-05,0.28031522,0.119258061,0.00168748,0.159369692,22.55937576,0.02067234,0,37:10.5,,
5.00E-05,0.275734872,0.118612297,0.0015616,0.155560985,22.69961548,0.020663785,0,37:41.0,,
5.00E-05,0.282713413,0.124251805,0.00157487,0.156886727,22.09017944,0.020616103,0,38:11.5,,
5.00E-05,0.290138304,0.123791173,0.001722228,0.164624885,22.08304405,0.020555649,0,38:42.1,,
5.00E-05,0.288069904,0.124946654,0.001669582,0.161453649,21.72884941,0.020509237,0,39:12.7,,
5.00E-05,0.2752316,0.123111278,0.001553688,0.150566623,22.13546944,0.02045122,0,39:43.1,,
5.00E-05,0.280742854,0.118639842,0.00168566,0.160417363,22.49237061,0.020459749,0,40:13.7,,
5.00E-05,0.2704795,0.116410553,0.001899124,0.152169824,21.93255615,0.020375149,0,40:44.1,,
5.00E-05,0.273360014,0.115428239,0.001660747,0.156271011,22.7483139,0.020338783,0,41:15.0,,
5.00E-05,0.285811633,0.118993618,0.001623171,0.165194839,22.08721924,0.020276185,0,41:45.6,,
5.00E-05,0.294118077,0.120829031,0.001671245,0.171617791,21.58751488,0.020213783,0,42:16.1,,
5.00E-05,0.278891444,0.118611313,0.001681377,0.158598766,22.78086472,0.020226868,0,42:46.6,,
5.00E-05,0.284152418,0.122182116,0.001730001,0.160240307,21.86092758,0.020148726,0,43:17.1,,
5.00E-05,0.292547017,0.118984155,0.001709522,0.171853349,22.31497192,0.020134632,0,43:47.5,,
5.00E-05,0.281110108,0.122725047,0.001660331,0.156724736,21.91453743,0.020105723,0,44:20.2,,
5.00E-05,0.283937603,0.118390515,0.001585261,0.163961828,22.10097313,0.020068638,0,44:50.6,,
5.00E-05,0.295738578,0.124758974,0.001706628,0.169272974,21.76194954,0.020019883,0,45:21.2,,
5.00E-05,0.277501911,0.112881668,0.001601561,0.163018674,22.87771034,0.019963522,0,45:51.7,,
5.00E-05,0.274647892,0.123720132,0.001445933,0.149481818,21.3215847,0.019883532,0,46:22.2,,
5.00E-05,0.270081162,0.113483056,0.001622118,0.154975981,22.84438896,0.019834239,0,46:52.8,,
5.00E-05,0.293290257,0.121928975,0.001746954,0.169614315,22.26911545,0.01987722,0,47:23.3,,
5.00E-05,0.282968879,0.128312901,0.001651715,0.153004244,21.35348511,0.019816207,0,47:53.8,,
5.00E-05,0.291249216,0.127154812,0.001740774,0.16235362,21.91989708,0.019719848,0,48:24.4,,
5.00E-05,0.279058516,0.122454487,0.001803844,0.154800177,21.50388908,0.01964747,0,48:54.7,,
5.00E-05,0.300562024,0.125883311,0.0016239,0.173054799,21.17964172,0.019609867,0,49:25.3,,
5.00E-05,0.288326621,0.119023822,0.001689978,0.167612821,21.90655708,0.019579474,0,49:55.8,,
5.00E-05,0.289749175,0.120796077,0.001571537,0.16738157,22.53497887,0.019474322,0,50:26.3,,
5.00E-05,0.2926808,0.118323416,0.001806968,0.172550425,21.89266586,0.019434229,0,50:56.8,,
5.00E-05,0.289019167,0.126643345,0.001610123,0.160765693,21.83753586,0.01940259,0,51:27.4,,
5.00E-05,0.269382417,0.117817327,0.001551735,0.150013342,22.22198486,0.019337723,0,51:57.9,,
5.00E-05,0.28934443,0.124969743,0.001618985,0.162755713,22.24935532,0.019289562,0,52:28.4,,
5.00E-05,0.291260153,0.1227322,0.001669393,0.166858569,22.0450573,0.01926169,0,52:58.8,,
5.00E-05,0.282204986,0.118122578,0.001551668,0.16253075,22.08010864,0.019223629,0,53:29.4,,
5.00E-05,0.277960658,0.119677275,0.001623743,0.156659633,22.00990677,0.019140303,0,53:59.9,,
5.00E-05,0.277499527,0.122290418,0.001848739,0.153360367,21.46738815,0.019091377,0,54:30.4,,
5.00E-05,0.268258005,0.109384261,0.001641718,0.157232031,22.40471077,0.019040219,0,55:01.0,,
5.00E-05,0.277621865,0.121381968,0.00167454,0.154565349,22.08690643,0.019027613,0,55:31.5,,
5.00E-05,0.28551957,0.125680566,0.001829822,0.158009186,22.12678719,0.018947907,0,56:02.0,,
5.00E-05,0.284263223,0.120120376,0.001734082,0.162408754,21.97003555,0.018938318,0,56:32.6,,
5.00E-05,0.280675888,0.116570063,0.001641054,0.162464783,22.48428726,0.018915968,0,57:03.1,,
5.00E-05,0.282132655,0.128115535,0.001679867,0.152337253,21.5234108,0.018902101,0,57:33.7,,
5.00E-05,0.296829641,0.125670776,0.001615529,0.169543356,21.61752319,0.018840935,0,58:04.2,,
5.00E-05,0.279253304,0.119148187,0.001928394,0.158176705,22.31428337,0.018800108,0,58:34.8,,
5.00E-05,0.285273492,0.119961165,0.001759635,0.163552687,22.26597023,0.018702941,0,59:05.3,,
5.00E-05,0.27294147,0.121504955,0.001779373,0.14965716,22.2640152,0.018642079,0,59:35.8,,
5.00E-05,0.282319725,0.124781348,0.001756455,0.15578191,21.694664,0.018679626,0,00:06.3,,
5.00E-05,0.289124638,0.121121496,0.001571398,0.166431755,21.64211082,0.018604428,0,00:36.8,,
5.00E-05,0.277835906,0.118283048,0.001714124,0.157838747,22.39577866,0.018551117,0,01:07.2,,
5.00E-05,0.261011571,0.110394254,0.001737028,0.148880288,22.86697578,0.018551188,0,01:38.1,,
5.00E-05,0.287574917,0.116492003,0.00161959,0.169463322,21.82529068,0.018508378,0,02:08.6,,
5.00E-05,0.269422024,0.109464087,0.001872425,0.15808551,23.43213272,0.018425038,0,02:41.4,,
5.00E-05,0.298063487,0.125835016,0.001744141,0.170484334,21.62184143,0.01839659,0,03:11.9,,
5.00E-05,0.276071608,0.117666632,0.001861963,0.156543031,22.10122299,0.01833524,0,03:42.5,,
5.00E-05,0.267647207,0.111130506,0.001745374,0.154771313,23.14269257,0.018271064,0,04:12.9,,
5.00E-05,0.2904796,0.116924331,0.001787383,0.17176789,22.73821068,0.018267956,0,04:43.5,,
5.00E-05,0.275444537,0.118505649,0.001792502,0.155146375,22.443573,0.018176667,0,05:13.9,,
5.00E-05,0.280760586,0.121721014,0.001831027,0.157208547,22.18304634,0.018040977,0,05:44.4,,
5.00E-05,0.273925304,0.11805255,0.001753807,0.15411894,22.30038643,0.018083051,0,06:14.9,,
5.00E-05,0.26982376,0.11225801,0.001698033,0.155867711,23.18193245,0.018066004,0,06:45.5,,
5.00E-05,0.288249075,0.122612655,0.001793223,0.1638432,22.02342606,0.017980672,0,07:16.0,,
5.00E-05,0.272705644,0.112881169,0.001833537,0.157990932,22.7290802,0.017954163,0,07:46.7,,
5.00E-05,0.274743557,0.120314352,0.001724009,0.152705207,21.4135704,0.017913289,0,08:17.1,,
5.00E-05,0.277499497,0.111028694,0.001755441,0.164715365,23.14344788,0.017887894,0,08:47.7,,
5.00E-05,0.292698383,0.120911315,0.001664861,0.170122206,22.17268753,0.017817594,0,09:18.3,,
5.00E-05,0.275456518,0.11744678,0.001704,0.156305745,22.32843208,0.017724475,0,09:48.9,,
5.00E-05,0.288626075,0.121957667,0.001650293,0.165018111,21.91774559,0.017671986,0,10:19.4,,
5.00E-05,0.274930656,0.113695741,0.001872976,0.159361944,22.5941124,0.017640321,0,10:49.9,,
5.00E-05,0.284561872,0.11530707,0.001744013,0.167510793,22.22249031,0.017549215,0,11:29.7,,
5.00E-05,0.283734173,0.12448208,0.003098853,0.156153232,21.73736572,0.01755299,0,12:00.3,,
5.00E-05,0.286370903,0.11979346,0.003061556,0.163515896,22.23267555,0.017484972,0,12:30.8,,
5.00E-05,0.282551795,0.11808721,0.002822964,0.161641613,22.04543686,0.01745908,0,13:01.3,,
5.00E-05,0.270058393,0.119397059,0.002840705,0.147820622,21.82362366,0.0173993,0,13:31.8,,
5.00E-05,0.282248437,0.117392734,0.002820279,0.162035421,22.66563416,0.017356144,0,14:02.4,,
5.00E-05,0.282530129,0.122967884,0.002820382,0.156741843,21.78457069,0.017320767,0,14:32.9,,
5.00E-05,0.257031828,0.110489197,0.002626259,0.143916368,22.85378647,0.017314836,0,15:03.6,,
5.00E-05,0.267473221,0.119387947,0.002534132,0.14555113,22.02101517,0.017313005,0,15:34.0,,
5.00E-05,0.277968228,0.109455563,0.002751436,0.165761247,22.69041061,0.017260686,0,16:04.7,,
5.00E-05,0.287664771,0.118085504,0.00264534,0.166933924,21.95441437,0.017267676,0,16:35.2,,
5.00E-05,0.283669025,0.12033163,0.002588802,0.160748601,21.99354172,0.017233368,0,17:05.7,,
5.00E-05,0.287616491,0.114394762,0.002549311,0.170672432,21.84932709,0.017223477,0,17:36.3,,
5.00E-05,0.283246994,0.123576261,0.002509645,0.157161102,22.25376511,0.017165812,0,18:06.8,,
5.00E-05,0.281467378,0.113068491,0.002438567,0.165960312,22.65374947,0.017135177,0,18:37.4,,
5.00E-05,0.289090306,0.122800775,0.002619725,0.16366981,21.61371422,0.01711775,0,19:07.9,,
5.00E-05,0.291233361,0.12104363,0.002614545,0.167575181,22.11193466,0.017092351,0,19:38.4,,
5.00E-05,0.261113405,0.110468313,0.002381228,0.148263872,23.02341843,0.017024431,0,20:09.0,,
5.00E-05,0.281846106,0.116578124,0.002506317,0.162761658,22.21145821,0.016982824,0,20:39.5,,
5.00E-05,0.285743445,0.116342492,0.00242192,0.16697903,22.44482422,0.016934747,0,21:10.1,,
5.00E-05,0.260380924,0.114211738,0.00238659,0.143782601,22.35825348,0.016896425,0,21:40.6,,
5.00E-05,0.286609918,0.112793937,0.002428511,0.171387464,23.15902901,0.016827744,0,22:13.5,,
5.00E-05,0.285203099,0.120946445,0.002355291,0.161901355,21.53026199,0.016814854,0,22:44.1,,
5.00E-05,0.283261567,0.115980819,0.002499903,0.164780855,22.71474838,0.016753126,0,23:14.6,,
5.00E-05,0.284637928,0.11940176,0.002254913,0.162981257,21.88295555,0.016699759,0,23:45.1,,
5.00E-05,0.28562659,0.117399141,0.002178939,0.166048512,22.82097626,0.016618963,0,24:15.8,,
5.00E-05,0.269966125,0.11165195,0.002367695,0.155946463,23.03031731,0.01659235,0,24:46.3,,
5.00E-05,0.276031613,0.116657466,0.00237271,0.157001421,22.18561935,0.016535852,0,25:16.8,,
5.00E-05,0.296251327,0.117878176,0.002423217,0.175949931,22.19937325,0.016459232,0,25:47.3,,
5.00E-05,0.282435268,0.117064387,0.00226831,0.163102567,22.10157585,0.016385436,0,26:17.9,,
5.00E-05,0.288881004,0.115744241,0.002459301,0.170677468,21.93568039,0.016367506,0,26:48.4,,
5.00E-05,0.265865862,0.112201318,0.00244416,0.151220381,22.53087234,0.016309489,0,27:19.0,,
5.00E-05,0.267184913,0.104466327,0.00232872,0.16038987,23.93861008,0.016253745,0,27:49.5,,
5.00E-05,0.289405912,0.123313718,0.002311179,0.163781017,21.41610146,0.016161807,0,28:20.0,,
5.00E-05,0.265655726,0.112751544,0.002218572,0.150685608,22.67817688,0.016054545,0,28:50.5,,
5.00E-05,0.296642512,0.124983802,0.002344927,0.169313788,22.01696777,0.016037313,0,29:21.1,,
5.00E-05,0.276257277,0.120948784,0.002449497,0.152859002,21.49134064,0.016026273,0,29:51.6,,
5.00E-05,0.275645196,0.106494308,0.00216619,0.166984707,23.15454865,0.015993401,0,30:22.1,,
5.00E-05,0.269753635,0.110124841,0.002332852,0.157295942,23.14896393,0.015910324,0,30:52.6,,
5.00E-05,0.292453974,0.119121879,0.002182252,0.17114985,22.04468727,0.015917001,0,31:23.2,,
5.00E-05,0.27677983,0.11994113,0.002260059,0.154578656,21.67152786,0.015868969,0,31:53.7,,
5.00E-05,0.283804536,0.121515386,0.002229945,0.160059199,21.80042648,0.015767662,0,32:24.2,,
5.00E-05,0.275801361,0.116212659,0.002206022,0.157382667,22.23983383,0.015705217,0,32:54.7,,
5.00E-05,0.273220271,0.111071594,0.002250185,0.15989849,23.48821259,0.015664276,0,33:25.3,,
5.00E-05,0.269097656,0.116022497,0.002218849,0.150856301,22.5923748,0.015602039,0,33:55.7,,
5.00E-05,0.275780201,0.113116734,0.002150855,0.160512611,22.13299561,0.01551157,0,34:26.3,,
5.00E-05,0.279883653,0.116259187,0.002118404,0.161506057,22.32828903,0.015449724,0,34:56.8,,
5.00E-05,0.286536217,0.118202895,0.002169949,0.16616337,21.6064682,0.015415286,0,35:27.4,,
5.00E-05,0.279743016,0.114284605,0.002219381,0.163239047,23.22524071,0.015349419,0,35:57.8,,
5.00E-05,0.296499044,0.120375916,0.002181879,0.17394124,21.5784626,0.015311931,0,36:28.4,,
5.00E-05,0.283727407,0.113563001,0.002232684,0.167931721,22.89362144,0.015217859,0,36:58.9,,
5.00E-05,0.281150967,0.116682239,0.00227973,0.162188992,22.48199844,0.015192331,0,37:29.5,,
5.00E-05,0.284209728,0.120699108,0.002161593,0.161349028,22.07315826,0.015141698,0,38:00.0,,
5.00E-05,0.289060742,0.114899613,0.002246065,0.171915069,22.34120941,0.015069677,0,38:30.6,,
5.00E-05,0.288603932,0.120493919,0.002153105,0.1659569,22.20079613,0.014984922,0,39:01.0,,
5.00E-05,0.281314671,0.112503447,0.002253436,0.166557774,23.04815292,0.014905611,0,39:31.6,,
5.00E-05,0.269099087,0.109012261,0.002257318,0.157829508,22.53353119,0.014831289,0,40:02.1,,
5.00E-05,0.289825141,0.126382723,0.002170849,0.161271557,21.72553635,0.014809148,0,40:32.7,,
5.00E-05,0.300610423,0.121499971,0.002297507,0.176812947,21.74567032,0.014741189,0,41:05.2,,
5.00E-05,0.282860875,0.125032544,0.002139454,0.155688867,21.28895569,0.014643347,0,41:35.8,,
5.00E-05,0.276188552,0.118014984,0.002216381,0.155957177,22.14156151,0.014591616,0,42:06.2,,
5.00E-05,0.274709612,0.116242386,0.002110605,0.156356618,22.07932281,0.014512906,0,42:37.0,,
5.00E-05,0.26648891,0.109030448,0.002157977,0.155300483,22.39257813,0.014467164,0,43:07.6,,
5.00E-05,0.277906686,0.119718231,0.002124474,0.156063974,22.19322586,0.014435506,0,43:38.2,,
5.00E-05,0.275883675,0.111461319,0.002188342,0.162234008,22.61665726,0.014366371,0,44:08.7,,
5.00E-05,0.283336341,0.119662918,0.002207208,0.161466226,21.62555313,0.01429142,0,44:39.4,,
5.00E-05,0.270214736,0.115366481,0.002200701,0.15264757,22.63935852,0.014188034,0,45:09.8,,
5.00E-05,0.289004207,0.125849813,0.002165877,0.160988495,21.36481476,0.01414058,0,45:40.3,,
5.00E-05,0.268927932,0.11749509,0.00212897,0.149303854,22.2620182,0.014099355,0,46:10.8,,
5.00E-05,0.273834527,0.109027661,0.002174838,0.162632033,23.18490219,0.014002221,0,46:41.3,,
5.00E-05,0.299331099,0.123621777,0.002106389,0.173602939,22.0400238,0.013958422,0,47:11.8,,
5.00E-05,0.280439436,0.116422728,0.002233622,0.161783084,22.25922585,0.01392829,0,47:42.4,,
5.00E-05,0.274326563,0.112025455,0.002228575,0.16007255,22.66630173,0.013873744,0,48:12.9,,
5.00E-05,0.27991727,0.121822663,0.002221031,0.155873582,21.75224113,0.013813305,0,48:43.5,,
5.00E-05,0.284293771,0.119449362,0.002127295,0.162717119,22.36465073,0.013709866,0,49:14.0,,
5.00E-05,0.2686643,0.11048013,0.002254731,0.155929446,23.6098175,0.013649628,0,49:44.6,,
5.00E-05,0.277960479,0.112154864,0.002202692,0.163602918,23.05538177,0.013647525,0,50:15.1,,
5.00E-05,0.275421917,0.117224388,0.002335396,0.155862138,21.66696739,0.013608028,0,50:45.6,,
5.00E-05,0.281416476,0.118903749,0.002261073,0.160251647,21.85909081,0.013553367,0,51:16.2,,
5.00E-05,0.275577158,0.116724923,0.002170925,0.156681314,22.6069603,0.013448348,0,51:46.9,,
5.00E-05,0.276387811,0.114524104,0.002218026,0.159645692,22.40064621,0.013375648,0,52:17.4,,
5.00E-05,0.278512299,0.12082807,0.002115721,0.155568495,21.98653221,0.013355176,0,52:47.9,,
5.00E-05,0.29425174,0.121016696,0.002137867,0.171097189,22.21912193,0.013288477,0,53:18.5,,
5.00E-05,0.281492859,0.108865924,0.002220072,0.170406863,23.10131073,0.013259279,0,53:49.1,,
5.00E-05,0.278763205,0.111473024,0.002044539,0.165245652,22.77568817,0.013222464,0,54:19.7,,
5.00E-05,0.280687928,0.11287301,0.002301653,0.165513262,22.81813049,0.013171108,0,54:50.2,,
5.00E-05,0.267061412,0.111033328,0.002342677,0.153685406,23.45994949,0.013099349,0,55:20.7,,
5.00E-05,0.285082966,0.126984239,0.002228441,0.155870289,21.48376846,0.013063856,0,55:51.3,,
5.00E-05,0.280159801,0.116780408,0.00207493,0.161304474,22.45574188,0.013088573,0,56:21.8,,
5.00E-05,0.270307422,0.116694599,0.002228376,0.151384443,22.33382988,0.013043565,0,56:52.4,,
5.00E-05,0.291340023,0.109690256,0.002055455,0.179594323,22.95998573,0.01301979,0,57:22.9,,
5.00E-05,0.284612805,0.117657021,0.002034295,0.164921492,22.29887962,0.013016582,0,57:53.6,,
5.00E-05,0.268344283,0.113305159,0.002109964,0.152929172,22.72481728,0.012975897,0,58:24.1,,
5.00E-05,0.275287628,0.113213085,0.002171063,0.159903467,22.32710266,0.01296581,0,58:54.8,,
5.00E-05,0.273189068,0.119551182,0.00214049,0.151497409,21.6713562,0.012971307,0,59:25.4,,
5.00E-05,0.285248041,0.119516723,0.002272452,0.163458854,21.77496719,0.012967633,0,59:58.1,,
5.00E-05,0.275666833,0.115173623,0.002169617,0.158323586,22.85547447,0.012960128,0,00:28.6,,
5.00E-05,0.273985177,0.106625386,0.002024666,0.165335134,23.42766571,0.012937012,0,00:59.1,,
5.00E-05,0.291253269,0.116030663,0.002320514,0.172902092,22.43864822,0.012989311,0,01:29.6,,
5.00E-05,0.283444643,0.112992793,0.002240246,0.168211609,22.21129227,0.0130719,0,02:00.2,,
5.00E-05,0.279732645,0.111355171,0.002293641,0.166083843,23.04459381,0.013072637,0,02:39.8,,
,,,,,,,0,03:01.4,0.936237574,14.42174149
5.00E-05,0.28058815,0.114882015,0.002493995,0.163212135,22.53744507,0.013099638,0,03:32.7,,
5.00E-05,0.287814319,0.122349098,0.002377876,0.163087353,21.59513092,0.01312618,0,04:03.2,,
5.00E-05,0.26945129,0.114514627,0.002330364,0.152606308,22.20636177,0.013160743,0,04:33.7,,
5.00E-05,0.274218947,0.115234427,0.002112553,0.15687196,22.00568008,0.013154369,0,05:04.2,,
5.00E-05,0.273223191,0.114393979,0.00216128,0.156667933,22.96362686,0.013182664,0,05:34.8,,
5.00E-05,0.268209398,0.1075918,0.002224864,0.158392727,23.25542068,0.013197361,0,06:05.2,,
5.00E-05,0.279128879,0.117119461,0.002190338,0.159819081,22.52581024,0.013192097,0,06:35.9,,
5.00E-05,0.280690938,0.119458005,0.002174611,0.159058318,21.79813004,0.013233653,0,07:06.4,,
5.00E-05,0.2919617,0.116780147,0.002090636,0.17309092,22.65806198,0.013223221,0,07:36.9,,
5.00E-05,0.25793156,0.107156038,0.002077392,0.148698136,23.58396912,0.013223845,0,08:07.4,,
5.00E-05,0.267116398,0.113335446,0.001978106,0.151802838,22.63393021,0.013217723,0,08:38.0,,
5.00E-05,0.272805065,0.119253561,0.002052952,0.151498541,21.55511665,0.013223964,0,09:08.4,,
5.00E-05,0.287598878,0.121405557,0.002022773,0.164170548,22.30965805,0.013205181,0,09:39.0,,
5.00E-05,0.289502472,0.121939927,0.001925608,0.165636927,21.70274925,0.013206333,0,10:09.5,,
5.00E-05,0.287336767,0.119741067,0.001964557,0.16563116,22.1728096,0.013241922,0,10:40.1,,
5.00E-05,0.277958691,0.115976274,0.001833537,0.160148874,22.16095924,0.013260424,0,11:10.6,,
5.00E-05,0.284707278,0.121048436,0.002061313,0.161597535,22.10987854,0.013244682,0,11:41.1,,
5.00E-05,0.262630373,0.111566544,0.00191573,0.149148107,22.92029953,0.013237107,0,12:11.7,,
5.00E-05,0.271621168,0.118098766,0.00189119,0.151631206,22.04325485,0.013210679,0,12:42.1,,
5.00E-05,0.28866303,0.112244517,0.001770599,0.174647912,22.88437843,0.013220402,0,13:12.6,,
5.00E-05,0.270645618,0.103550859,0.001841771,0.165252998,23.68860626,0.013218896,0,13:43.2,,
5.00E-05,0.26218304,0.107114777,0.001704257,0.153364018,22.57616425,0.013196588,0,14:13.7,,
5.00E-05,0.283919275,0.112241112,0.0018544,0.169823766,22.77860451,0.013173213,0,14:44.3,,
5.00E-05,0.282450646,0.118321389,0.001987712,0.162141547,21.98524857,0.0132045,0,15:14.8,,
5.00E-05,0.275011957,0.111667261,0.00172901,0.1616157,22.91440201,0.013234941,0,15:45.5,,
5.00E-05,0.287694454,0.12834236,0.001933246,0.157418847,21.22639847,0.013237257,0,16:16.0,,
5.00E-05,0.254225194,0.104835242,0.001626644,0.147763297,23.7074852,0.013272063,0,16:46.6,,
5.00E-05,0.283937991,0.119250402,0.001766774,0.162920803,22.41823959,0.013253963,0,17:17.0,,
5.00E-05,0.293713391,0.115549982,0.00169481,0.176468596,22.1710968,0.013212663,0,17:47.5,,
5.00E-05,0.26288715,0.105413847,0.001805275,0.155668035,23.46252823,0.013195186,0,18:18.0,,
5.00E-05,0.278917491,0.121089406,0.001805598,0.156022489,22.17442322,0.01316844,0,18:48.5,,
5.00E-05,0.273317367,0.107596725,0.001704822,0.164015815,22.76119995,0.013163324,0,19:21.3,,
5.00E-05,0.269656181,0.10932371,0.001667421,0.158665046,23.16883469,0.01313527,0,19:52.0,,
5.00E-05,0.290858507,0.119708568,0.001791055,0.169358894,22.17466354,0.013136066,0,20:22.6,,
5.00E-05,0.287726104,0.120241456,0.001794809,0.165689856,21.91937447,0.013139286,0,20:53.2,,
5.00E-05,0.254427493,0.105156332,0.001564899,0.147706255,23.69350815,0.013132441,0,21:23.6,,
5.00E-05,0.289415181,0.117840126,0.001633495,0.169941574,22.61663246,0.013143504,0,21:54.2,,
5.00E-05,0.260259241,0.106036104,0.001642773,0.152580366,23.47232628,0.013136499,0,22:24.6,,
5.00E-05,0.287145764,0.108293198,0.001740719,0.177111849,23.20715141,0.013115206,0,22:55.2,,
5.00E-05,0.282958299,0.116829373,0.001780015,0.164348915,21.87481117,0.013111073,0,23:25.7,,
5.00E-05,0.257976174,0.106535666,0.001701218,0.14973928,23.27619362,0.013135803,0,23:56.5,,
5.00E-05,0.268734783,0.11274948,0.00170427,0.154281035,22.42478371,0.01312797,0,24:27.0,,
5.00E-05,0.269189656,0.113878131,0.001726652,0.153584883,22.73573303,0.013150374,0,24:57.6,,
5.00E-05,0.284981787,0.11370942,0.001760183,0.169512197,22.53271294,0.013168088,0,25:28.1,,
5.00E-05,0.282311141,0.114674278,0.001662511,0.165974334,21.63639069,0.013175224,0,25:58.6,,
5.00E-05,0.259500533,0.102700412,0.001656256,0.155143872,23.69529343,0.01313556,0,26:29.0,,
5.00E-05,0.259679347,0.1055393,0.001645776,0.152494267,23.14465332,0.013138565,0,26:59.7,,
